filename,Xmin_Ymin_Xmax_Ymax,class,filename_trim,fold,target,pred,conf_0,conf_1,conf_2,conf_3,conf_4,conf_5,conf_6,conf_7,conf_8,conf_9,conf_10,conf_11,conf_12,conf_13,conf_14
8cdf4bda.jpg,"[1442, 1525, 1722, 2000]",USB_Mini,,0,1,1,0.0020027160644531,0.96044921875,6.61015510559082e-05,0.0008473396301269,0.0291748046875,0.0010747909545898,0.0001490116119384,0.0004603862762451,0.0021076202392578,7.259845733642578e-05,0.0008001327514648,0.0005960464477539,0.0001025795936584,0.0016536712646484,0.0002068281173706
f27f4a62.jpg,"[1347, 1841, 1730, 2191]",USB_Mini,,0,1,1,0.0007152557373046,0.98583984375,0.0001082420349121,0.0035343170166015,0.0033092498779296,0.0006680488586425,0.0001282691955566,0.0015888214111328,0.0026206970214843,0.0002233982086181,6.949901580810547e-05,0.000239610671997,4.684925079345703e-05,0.0004489421844482,0.0002216100692749
beafd644.jpg,"[716, 1504, 1903, 2505]",USB_Mini,,0,1,1,0.0014467239379882,0.9814453125,0.0001492500305175,0.0006413459777832,0.0083389282226562,0.0014019012451171,0.0005502700805664,0.0015783309936523,0.0013961791992187,0.0011844635009765,0.0008606910705566,0.0002839565277099,3.2961368560791016e-05,0.0003337860107421,0.0001955032348632
f7261959.jpg,"[1210, 1695, 1578, 1907]",Mini_DisplayPort,,0,5,5,0.0006260871887207,0.0005569458007812,3.0517578125e-05,0.0021934509277343,0.0108795166015625,0.98291015625,0.0001710653305053,0.000176191329956,0.00152587890625,3.272294998168945e-05,0.0002261400222778,0.0003182888031005,0.0001440048217773,0.0001224279403686,0.0001249313354492
6aa7c512.jpg,"[1253, 2358, 1719, 2672]",USB_Micro_B,,0,4,4,4.953145980834961e-05,0.0002675056457519,3.0159950256347656e-05,0.0002472400665283,0.99853515625,0.000106930732727,1.5616416931152344e-05,8.183717727661133e-05,0.000160813331604,3.6656856536865234e-05,0.0001110434532165,6.479024887084961e-05,0.0002213716506958,1.3172626495361328e-05,2.1159648895263672e-05
69e07bfa.jpg,"[853, 1353, 1713, 2160]",USB_Type_C,,0,8,8,0.0019779205322265,0.0162506103515625,0.0001564025878906,0.0004620552062988,0.15625,0.0002579689025878,0.0001674890518188,0.0008292198181152,0.82177734375,0.0006422996520996,8.004903793334961e-05,0.0002338886260986,0.0010156631469726,4.571676254272461e-05,4.57763671875e-05
070c9d5c.jpg,"[1618, 2235, 2363, 2572]",Lightning,,0,3,3,1.233816146850586e-05,0.0001179575920104,7.987022399902344e-06,0.99658203125,0.0025691986083984,4.041194915771485e-05,1.3887882232666016e-05,4.500150680541992e-05,0.0003962516784667,2.294778823852539e-05,9.41753387451172e-06,3.904104232788086e-05,6.306171417236328e-05,1.913309097290039e-05,3.218650817871094e-05
dfcd920f.jpg,"[2288, 1837, 2996, 2173]",USB_Micro_B,,0,4,8,0.0013008117675781,0.0001983642578125,0.0003027915954589,0.0008230209350585,0.024749755859375,0.0002119541168212,0.0001910924911499,0.0012922286987304,0.96728515625,0.000737190246582,0.0001026988029479,9.5367431640625e-05,0.0024261474609375,7.325410842895508e-05,0.0001606941223144
31205596.jpg,"[1161, 1843, 1537, 2035]",USB_Type_A,,0,7,7,0.0009026527404785,0.0005774497985839,0.0001856088638305,0.0007944107055664,0.0089035034179687,7.003545761108398e-05,0.0005116462707519,0.982421875,0.0024833679199218,0.0013885498046875,9.816884994506836e-05,0.0005717277526855,0.000558853149414,0.0003309249877929,0.0002323389053344
1593a32a.jpg,"[1034, 2792, 1849, 3074]",Dock,,0,2,2,0.0001206994056701,0.0012836456298828,0.99365234375,0.0005855560302734,0.0007739067077636,0.0003161430358886,8.869171142578125e-05,0.0005502700805664,0.0013380050659179,0.0001777410507202,0.0005602836608886,0.0002534389495849,1.245737075805664e-05,0.0001216530799865,0.0002059936523437
01b34742.jpg,"[1089, 1593, 1866, 1991]",USB_Micro_B,,0,4,4,0.0001273155212402,7.176399230957031e-05,5.894899368286133e-05,0.0008888244628906,0.98779296875,0.0003252029418945,2.0325183868408203e-05,0.0002739429473876,0.0098800659179687,3.1948089599609375e-05,0.0001349449157714,1.531839370727539e-05,0.0001653432846069,2.264976501464844e-05,4.076957702636719e-05
4abe558a.jpg,"[1097, 1750, 1599, 2244]",USB_Type_C,,0,8,8,0.0004501342773437,0.0011310577392578,0.0003669261932373,0.000476598739624,0.0050430297851562,0.0001516342163085,9.918212890625e-05,0.0005021095275878,0.9912109375,0.0001062154769897,3.063678741455078e-05,6.520748138427734e-05,5.614757537841797e-05,4.404783248901367e-05,5.710124969482422e-05
be7835ab.jpg,"[760, 1347, 1447, 2006]",USB_Type_A,,0,7,7,0.0007848739624023,0.0026721954345703,0.0001407861709594,0.0043373107910156,0.0034503936767578,0.000474214553833,0.000144600868225,0.98486328125,0.0021877288818359,0.0002729892730712,2.4497509002685547e-05,0.0001897811889648,0.0001175999641418,9.357929229736328e-05,0.0001057982444763
dab6e467.jpg,"[1071, 1788, 2200, 2570]",RJ_45,,0,6,6,8.308887481689453e-05,0.0003678798675537,6.973743438720703e-05,0.0004849433898925,0.0010061264038085,0.0003459453582763,0.9951171875,0.000453233718872,0.0011329650878906,5.930662155151367e-05,8.726119995117188e-05,0.0003256797790527,3.248453140258789e-05,0.0001181364059448,0.0001024603843688
6352ef61.jpg,"[1004, 2572, 1353, 2929]",Lightning,,0,3,3,3.1828880310058594e-05,0.0001822710037231,2.8014183044433597e-05,0.9970703125,0.0012445449829101,0.0001375675201416,5.429983139038086e-05,0.0001537799835205,0.0005760192871093,0.000104546546936,2.193450927734375e-05,0.0001777410507202,1.531839370727539e-05,2.944469451904297e-05,6.854534149169922e-05
943c3834.jpg,"[1026, 1734, 1872, 2580]",USB_Mini,,0,1,1,0.0002875328063964,0.99365234375,4.690885543823242e-05,0.0002901554107666,0.0025482177734375,6.347894668579102e-05,9.167194366455078e-05,0.0007815361022949,0.0008530616760253,0.0006265640258789,0.0002213716506958,0.0004463195800781,2.312660217285156e-05,7.110834121704102e-05,2.664327621459961e-05
82246180.jpg,"[1206, 2038, 1603, 2543]",USB_Micro_B,,0,4,4,0.0002011060714721,0.0005674362182617,0.0001851320266723,0.0003666877746582,0.99560546875,0.0003418922424316,0.0001114010810852,0.0007781982421875,0.0012092590332031,0.0003080368041992,3.212690353393555e-05,0.0001245737075805,2.4020671844482425e-05,9.834766387939452e-05,0.0002319812774658
921f5d0a.jpg,"[840, 1965, 2091, 2897]",USB_Micro_B,,0,4,4,0.0005469322204589,0.000673770904541,9.399652481079102e-05,0.0004606246948242,0.9951171875,0.0002202987670898,0.0001018643379211,0.0003342628479003,0.0008482933044433,0.0005478858947753,0.0002162456512451,9.179115295410156e-05,0.0002894401550292,7.599592208862305e-05,0.000145673751831
b94422c6.jpg,"[552, 2134, 1351, 2393]",USB_Type_A,,0,7,7,0.0003368854522705,0.0001358985900878,0.0001682043075561,0.0002877712249755,0.0025634765625,0.0001405477523803,0.0001111626625061,0.9931640625,0.0009822845458984,0.0009994506835937,0.0001678466796875,0.0002570152282714,8.487701416015625e-05,0.0001633167266845,0.0003519058227539
e50d31b7.jpg,"[1066, 2372, 2343, 3172]",USB_Type_A,,0,7,7,0.0003125667572021,0.000274658203125,9.834766387939452e-05,0.0002918243408203,0.0038661956787109,0.0002354383468627,0.0005359649658203,0.98974609375,0.0018129348754882,0.0001505613327026,6.526708602905273e-05,0.0018901824951171,0.0002868175506591,0.0002970695495605,0.0001742839813232
2fead305.jpg,"[1183, 2181, 2116, 3074]",RJ_45,,0,6,6,6.532669067382812e-05,0.0004992485046386,0.000274658203125,0.0005812644958496,0.0014295578002929,5.85317611694336e-05,0.994140625,0.0004370212554931,0.0007791519165039,0.0001790523529052,0.0001393556594848,0.0004830360412597,9.5367431640625e-05,0.0001963376998901,0.0004010200500488
7a6171f6.jpg,"[1208, 1554, 1838, 2283]",USB_Type_A,,0,7,7,0.0006303787231445,0.0003776550292968,0.000191330909729,0.0002963542938232,0.0029239654541015,6.902217864990234e-05,0.0001559257507324,0.99169921875,0.0021038055419921,0.0001742839813232,0.0001167654991149,0.0003736019134521,0.0003325939178466,0.0002216100692749,0.0004613399505615
c69d3e19.jpg,"[1261, 2416, 1653, 2792]",USB_Type_C,,0,8,8,0.0007333755493164,0.0131378173828125,0.000643253326416,0.2027587890625,0.1995849609375,0.0003604888916015,0.0001018643379211,0.0017948150634765,0.57958984375,0.0003726482391357,8.153915405273438e-05,0.0001578330993652,0.0001088976860046,0.000399112701416,8.428096771240234e-05
c0c604c9.jpg,"[778, 1673, 1338, 2233]",Mini_DisplayPort,,0,5,5,0.0002371072769165,0.0143890380859375,6.371736526489258e-05,0.0014505386352539,0.02215576171875,0.95654296875,0.0002275705337524,0.0013790130615234,0.0009574890136718,0.0002968311309814,0.0009379386901855,0.0008063316345214,5.53131103515625e-05,0.000234842300415,5.447864532470703e-05
