filename,Xmin_Ymin_Xmax_Ymax,class,filename_trim,fold,target,pred,conf_0,conf_1,conf_2,conf_3,conf_4,conf_5,conf_6,conf_7,conf_8,conf_9,conf_10,conf_11,conf_12,conf_13,conf_14
8cdf4bda.jpg,"[1442, 1525, 1722, 2000]",USB_Mini,,0,1,1,0.0002505779266357,0.99755859375,3.856420516967773e-05,0.0001391172409057,0.0006003379821777,3.790855407714844e-05,5.775690078735352e-05,0.0003314018249511,0.0005803108215332,0.0002474784851074,4.0650367736816406e-05,8.469820022583008e-05,7.623434066772461e-05,5.739927291870117e-05,4.661083221435547e-05
f27f4a62.jpg,"[1347, 1841, 1730, 2191]",USB_Mini,,0,1,1,8.302927017211914e-05,0.9990234375,3.1888484954833984e-05,7.420778274536133e-05,0.0002138614654541,2.056360244750977e-05,6.496906280517578e-06,0.0001262426376342,0.0004165172576904,0.0001438856124877,1.0788440704345705e-05,3.039836883544922e-05,1.5854835510253906e-05,1.1205673217773438e-05,2.4616718292236328e-05
beafd644.jpg,"[716, 1504, 1903, 2505]",USB_Mini,,0,1,1,0.0001075267791748,0.99853515625,2.491474151611328e-05,9.620189666748048e-05,0.0004591941833496,2.7954578399658203e-05,3.218650817871094e-05,0.0001174211502075,0.0001924037933349,0.0002601146697998,0.0001104474067687,1.2636184692382812e-05,9.351968765258788e-05,2.086162567138672e-05,3.701448440551758e-05
f7261959.jpg,"[1210, 1695, 1578, 1907]",Mini_DisplayPort,,0,5,5,0.0008754730224609,0.0002017021179199,2.694129943847656e-05,0.0003221035003662,0.0055770874023437,0.98828125,9.72747802734375e-05,0.0002224445343017,0.0033817291259765,0.0001023411750793,0.0002908706665039,0.0002285242080688,0.0001258850097656,5.549192428588867e-05,5.97834587097168e-05
6aa7c512.jpg,"[1253, 2358, 1719, 2672]",USB_Micro_B,,0,4,4,3.814697265625e-05,9.781122207641602e-05,9.65595245361328e-06,0.0002551078796386,0.99853515625,0.0001605749130249,3.0219554901123047e-05,6.0617923736572266e-05,9.28044319152832e-05,4.273653030395508e-05,0.000135064125061,5.59687614440918e-05,0.0003986358642578,1.347064971923828e-05,3.618001937866211e-05
69e07bfa.jpg,"[853, 1353, 1713, 2160]",USB_Type_C,,0,8,8,0.0001273155212402,0.0009608268737792,3.576278686523437e-06,0.0001368522644042,0.23876953125,0.0002765655517578,1.0907649993896484e-05,0.0001091361045837,0.7587890625,1.52587890625e-05,2.682209014892578e-06,6.896257400512695e-05,0.0005931854248046,7.212162017822266e-06,4.589557647705078e-06
070c9d5c.jpg,"[1618, 2235, 2363, 2572]",Lightning,,0,3,3,5.900859832763672e-06,1.1146068572998049e-05,1.2814998626708984e-05,0.99951171875,0.0002106428146362,1.2099742889404295e-05,1.430511474609375e-05,1.1742115020751951e-05,8.612871170043945e-05,1.0609626770019531e-05,8.821487426757812e-06,2.759695053100586e-05,1.728534698486328e-05,2.264976501464844e-06,1.3709068298339844e-06
dfcd920f.jpg,"[2288, 1837, 2996, 2173]",USB_Micro_B,,0,4,4,0.0001962184906005,9.179115295410156e-06,1.984834671020508e-05,0.0002137422561645,0.98095703125,1.913309097290039e-05,4.273653030395508e-05,0.0001574754714965,0.016815185546875,0.0006752014160156,5.602836608886719e-06,0.0001177191734313,0.0006675720214843,9.298324584960938e-06,1.1801719665527344e-05
31205596.jpg,"[1161, 1843, 1537, 2035]",USB_Type_A,,0,7,7,8.732080459594727e-05,0.0001206398010253,0.0002018213272094,0.0009036064147949,0.0022354125976562,0.0001055598258972,0.0001475811004638,0.994140625,0.0010919570922851,0.0003430843353271,6.568431854248047e-05,0.0005478858947753,6.002187728881836e-05,4.38690185546875e-05,7.128715515136719e-05
1593a32a.jpg,"[1034, 2792, 1849, 3074]",Dock,,0,2,2,6.67572021484375e-06,1.0311603546142578e-05,0.9990234375,4.953145980834961e-05,6.413459777832031e-05,8.285045623779297e-06,4.947185516357422e-06,5.78761100769043e-05,0.0004689693450927,5.900859832763672e-06,3.236532211303711e-05,9.000301361083984e-06,1.4483928680419922e-05,1.4483928680419922e-05,6.318092346191406e-06
01b34742.jpg,"[1089, 1593, 1866, 1991]",USB_Micro_B,,0,4,4,4.32133674621582e-05,2.5272369384765625e-05,1.3887882232666016e-05,0.0003464221954345,0.99853515625,8.45193862915039e-05,1.8417835235595703e-05,0.000176191329956,0.0002378225326538,2.944469451904297e-05,4.6253204345703125e-05,5.376338958740234e-05,0.0001463890075683,1.156330108642578e-05,2.872943878173828e-05
4abe558a.jpg,"[1097, 1750, 1599, 2244]",USB_Type_C,,0,8,8,1.4901161193847656e-05,3.0159950256347656e-05,1.2636184692382812e-05,6.985664367675781e-05,0.0001670122146606,1.2218952178955078e-05,8.940696716308594e-06,6.121397018432617e-05,0.99951171875,2.300739288330078e-05,1.722574234008789e-05,3.671646118164063e-05,1.4066696166992188e-05,4.0531158447265625e-06,4.827976226806641e-06
be7835ab.jpg,"[760, 1347, 1447, 2006]",USB_Type_A,,0,7,7,2.1159648895263672e-05,7.56382942199707e-05,1.1265277862548828e-05,0.0001289844512939,0.0003106594085693,3.1113624572753906e-05,6.854534149169922e-06,0.9990234375,0.0001623630523681,5.447864532470703e-05,7.987022399902344e-06,9.572505950927734e-05,1.0132789611816406e-05,2.5033950805664062e-06,4.231929779052734e-06
